rank,username,followerCount,score,signalScore,noisePoints,totalEngagement,engagementRate,averageEngagementPerPost
4296,GamecockCrypto,7351,21.68,20.87,0.82,0,0,0
4297,Freshzzceo,3576,21.68,20.97,0.71,0,0,0
4298,hlcdoteth,9612,21.66,20.19,1.46,0,0,0
4299,biswap_coin,94678,21.64,19.59,2.06,0,0,0
4300,pyra_m1d,4732,21.64,20.9,0.74,0,0,0
4301,__Keegan__,4316,21.63,21.23,0.4,0,0,0
4302,hanzzrn,2711,21.62,21.0,0.63,0,0,0
4303,0xVai,3099,21.62,20.58,1.04,0,0,0
4304,jessepollak,250180,21.61,19.84,1.77,0,0,0
4305,MadMax_Series,11637,21.61,21.12,0.49,0,0,0
4306,abdulwahid77799,2533,21.61,20.95,0.66,0,0,0
4307,scar_web3,3934,21.6,21.19,0.41,0,0,0
4308,NrthWestBound,3173,21.58,20.89,0.69,0,0,0
4309,Reaper_NFT,11473,21.57,20.99,0.58,0,0,0
4310,imastonefox,3433,21.57,21.18,0.39,0,0,0
4311,TrenchmadeB,4394,21.57,20.83,0.74,0,0,0
4312,luwizzop,6902,21.56,20.46,1.1,0,0,0
4313,setyamickala,52360,21.55,19.12,2.43,0,0,0
4314,thyooseen,3126,21.55,21.28,0.27,0,0,0
4315,eliasdejesusmq,2941,21.55,17.55,4.0,0,0,0
4316,djsamwithers,103814,21.54,19.35,2.2,0,0,0
4317,TakersMaker1,6538,21.54,20.78,0.76,0,0,0
4318,jackkksol,3556,21.53,20.55,0.98,0,0,0
4319,ALEKXHAN,5455,21.53,21.04,0.49,0,0,0
4320,MatDefies,25149,21.53,19.85,1.68,0,0,0
4321,Real_Beixo,3418,21.52,20.8,0.72,0,0,0
4322,ZalasNFT,3821,21.52,20.76,0.76,0,0,0
4323,Seas089,4527,21.52,20.77,0.75,0,0,0
4324,RomanMFER,6775,21.51,20.83,0.68,0,0,0
4325,tyinlife,4678,21.51,21.21,0.3,0,0,0
4326,0xAybars,5222,21.5,19.88,1.62,0,0,0
4327,IGPradeep,22238,21.5,20.2,1.3,0,0,0
4328,scottybmitch,15637,21.49,19.78,1.71,0,0,0
4329,thanhpq0112,3189,21.49,20.83,0.67,0,0,0
4330,OnlySpeedtechs,2647,21.49,21.17,0.31,0,0,0
4331,0xebtre,12616,21.49,20.87,0.61,0,0,0
4332,0xCoinacci,9042,21.48,18.51,2.98,0,0,0
4333,Ocaptain2023,4475,21.48,20.61,0.88,0,0,0
4334,wizzfarukk,21645,21.46,20.82,0.64,0,0,0
4335,yvette,3254,21.45,20.58,0.87,0,0,0
4336,aybee_0,2652,21.45,21.03,0.42,0,0,0
4337,JillianValentin,13184,21.45,19.44,2.01,0,0,0
4338,zolozeth,6033,21.44,20.43,1.01,0,0,0
4339,soulsweb3,2752,21.42,20.75,0.67,0,0,0
4340,Thisisdeji2,3951,21.42,21.1,0.32,0,0,0
4341,iamgeographic,8980,21.41,20.68,0.73,0,0,0
4342,matman_xyz,4001,21.4,20.93,0.47,0,0,0
4343,JayVegas24,8517,21.39,20.75,0.64,0,0,0
4344,DoctorYev,22459,21.38,20.72,0.66,0,0,0
4345,Qhu_NFT,4396,21.37,20.63,0.75,0,0,0
4346,iamkaransharmaa,3023,21.36,21.06,0.3,0,0,0
4347,0Xweb3_guy,3755,21.36,21.04,0.32,0,0,0
4348,DoodleScr,18803,21.34,15.88,5.46,0,0,0
4349,BirdnalsLAW,3062,21.34,21.12,0.22,0,0,0
4350,hopimaakuu,10211,21.33,20.0,1.32,0,0,0
4351,DavyJones55,4477,21.31,20.67,0.64,0,0,0
4352,Jambert91,5694,21.31,20.44,0.88,0,0,0
4353,e_Praize,2695,21.31,20.99,0.33,0,0,0
4354,whitelisttakip,5778,21.31,19.72,1.59,0,0,0
4355,JuhyukB,18563,21.3,20.62,0.68,0,0,0
4356,0x_shikinoken,7034,21.3,20.77,0.53,0,0,0
4357,BrainX88,17281,21.29,19.85,1.44,0,0,0
4358,Armanfusion12,5870,21.28,20.89,0.39,0,0,0
4359,GrawrzGuide,5475,21.26,20.76,0.5,0,0,0
4360,champtgram,167490,21.26,19.1,2.15,0,0,0
4361,beonlynone,6761,21.24,20.76,0.47,0,0,0
4362,1959_77,6394,21.24,17.78,3.46,0,0,0
4363,JungleMike,4476,21.22,20.64,0.57,0,0,0
4364,AndrewSus83,2532,21.22,20.75,0.47,0,0,0
4365,_cryptoTomNook,9542,21.21,20.69,0.52,0,0,0
4366,BIGSUH_ETH,4681,21.21,20.17,1.04,0,0,0
4367,Continentalofc,26897,21.2,17.93,3.28,0,0,0
4368,RestlessHavoc,16629,21.2,20.65,0.55,0,0,0
4369,koolcryptovc,29705,21.2,17.69,3.51,0,0,0
4370,GREENREX11,4884,21.2,20.55,0.65,0,0,0
4371,BearFiNetwork,99302,21.19,19.24,1.96,0,0,0
4372,FitBBook,8417,21.19,20.52,0.66,0,0,0
4373,KinkyBedBugs,17782,21.16,19.82,1.33,0,0,0
4374,tribetwit,3142,21.14,20.4,0.75,0,0,0
4375,O__Wealthy,3450,21.14,20.61,0.54,0,0,0
4376,badidoyo,3066,21.14,20.09,1.05,0,0,0
4377,NTORIUS,5606,21.13,20.66,0.47,0,0,0
4378,pedr0et,3868,21.12,20.24,0.88,0,0,0
4379,SIKUofficial,4261,21.11,20.42,0.69,0,0,0
4380,baba_krypt,17710,21.09,17.66,3.42,0,0,0
4381,sonsakripto,16751,21.08,18.56,2.52,0,0,0
4382,SuperrSaiiyan,3820,21.08,20.7,0.38,0,0,0
4383,the_LisaLoveCat,5629,21.07,20.16,0.92,0,0,0
4384,tuncaliyasin,10437,21.07,20.66,0.42,0,0,0
4385,TechyDom,5010,21.07,20.74,0.33,0,0,0
4386,PurpleViking403,4659,21.07,20.56,0.51,0,0,0
4387,BukaCryptoYT,3532,21.06,20.45,0.62,0,0,0
4388,7xBunny,3636,21.06,20.52,0.53,0,0,0
4389,squirrelsanime,9713,21.06,20.29,0.76,0,0,0
4390,PreciousRoy_NFT,3181,21.04,20.6,0.44,0,0,0
4391,msbabu_x,4369,21.04,19.32,1.72,0,0,0
4392,KkultongY64109,3430,21.04,18.93,2.11,0,0,0
4393,ngocphat0907,7456,21.04,20.25,0.79,0,0,0
4394,lukashuettis,2598,21.03,20.61,0.42,0,0,0
4395,Reducecryptotax,5517,21.03,20.67,0.36,0,0,0
4396,BigXCrypt,3117,21.02,20.64,0.38,0,0,0
4397,CAPTA1NSCARLET,9736,21.01,19.03,1.99,0,0,0
4398,DaleboyTheDegen,4286,21.01,19.79,1.22,0,0,0
4399,LiamSkuxx,8369,21.0,20.56,0.44,0,0,0
4400,0xsagarr,2344,21.0,20.48,0.52,0,0,0
4401,ebrahimpubg26,5332,20.99,20.66,0.33,0,0,0
4402,U_M_G_D,11698,20.97,19.74,1.23,0,0,0
4403,Bellerophontis2,8984,20.96,20.24,0.72,0,0,0
4404,camillerouxart,13852,20.96,19.35,1.61,0,0,0
4405,BrianAitch,9202,20.96,19.59,1.37,0,0,0
4406,JifuMeta,2811,20.96,20.49,0.46,0,0,0
4407,a79degen,20043,20.95,16.09,4.86,0,0,0
4408,MadmanMopeds,2867,20.92,20.31,0.61,0,0,0
4409,IcMechs,5702,20.92,20.6,0.32,0,0,0
4410,Jeuxcryptofr,6621,20.92,19.92,0.99,0,0,0
4411,bibex01,2698,20.92,20.42,0.5,0,0,0
4412,MakaveliDlaCruz,11949,20.91,19.48,1.43,0,0,0
4413,aventurine_eth,11833,20.91,20.11,0.79,0,0,0
4414,vespuchi07,2538,20.9,20.41,0.49,0,0,0
4415,ryanberckmans,30608,20.9,20.13,0.77,0,0,0
4416,TrustCore_Pro,27360,20.89,19.69,1.21,0,0,0
4417,arshiaxbt,5799,20.89,20.01,0.88,0,0,0
4418,0xHamadav,6877,20.87,19.27,1.6,0,0,0
4419,Nftzakcrypto,5507,20.86,20.35,0.52,0,0,0
4420,louis14455,6933,20.86,19.11,1.75,0,0,0
4421,jgraydigital,5654,20.86,19.89,0.97,0,0,0
4422,ape6743,28658,20.85,19.61,1.24,0,0,0
4423,Cyon0x,8228,20.85,20.3,0.55,0,0,0
4424,cryptoxlr,5275,20.84,19.81,1.03,0,0,0
4425,ShadyTheWizard,3879,20.83,20.57,0.26,0,0,0
4426,0xRyze,56320,20.83,19.99,0.84,0,0,0
4427,CoolJin88,3803,20.82,19.61,1.21,0,0,0
4428,Web3padddy,4412,20.8,19.43,1.37,0,0,0
4429,ryadrian95,4232,20.8,20.53,0.27,0,0,0
4430,0xheycat,3058,20.79,20.15,0.64,0,0,0
4431,theryhead,2945,20.78,20.11,0.68,0,0,0
4432,_AlienKid,3256,20.78,18.63,2.15,0,0,0
4433,Dinhareo,2646,20.78,20.46,0.32,0,0,0
4434,lensmetaX,3682,20.77,20.26,0.51,0,0,0
4435,TheRealIfiokLee,2778,20.77,20.07,0.7,0,0,0
4436,Sakib1785832,5630,20.77,20.04,0.72,0,0,0
4437,crypto_davys,8510,20.76,20.21,0.56,0,0,0
4438,MayanMango,6471,20.76,19.66,1.1,0,0,0
4439,Jaamohh,2540,20.76,20.03,0.73,0,0,0
4440,Fahim_510,4092,20.74,20.02,0.72,0,0,0
4441,spicy_tai,5009,20.73,19.96,0.77,0,0,0
4442,maddoxmakesart,3104,20.73,20.41,0.32,0,0,0
4443,NFTsBreezy,38187,20.73,18.13,2.6,0,0,0
4444,0xTiby,4259,20.72,20.14,0.58,0,0,0
4445,PoniPomme,3786,20.71,20.41,0.3,0,0,0
4446,theDevDwarf,7678,20.71,19.77,0.94,0,0,0
4447,0xja_base_eth,2974,20.71,19.87,0.83,0,0,0
4448,cue_01,7728,20.71,20.22,0.48,0,0,0
4449,longstcc,3752,20.7,19.72,0.98,0,0,0
4450,ErikAstramecki,5623,20.7,20.03,0.67,0,0,0
4451,TheRingMaster_,3073,20.7,19.69,1.0,0,0,0
4452,bamozone18,4388,20.69,20.26,0.43,0,0,0
4453,pixeldreamznft,6261,20.68,19.88,0.8,0,0,0
4454,Still_Terror,3318,20.67,19.9,0.77,0,0,0
4455,PhiL1pEth,2992,20.67,20.4,0.28,0,0,0
4456,robrayofficial,2903,20.67,20.27,0.39,0,0,0
4457,badmanNFTs,3780,20.66,20.3,0.37,0,0,0
4458,TechieWavee,11333,20.66,20.2,0.46,0,0,0
4459,jalapenopeteza,6666,20.65,19.96,0.69,0,0,0
4460,IshakaNuruddeen,3958,20.65,19.85,0.79,0,0,0
4461,Not_Scotti,36155,20.64,19.64,1.01,0,0,0
4462,jamesokx,3055,20.64,20.33,0.31,0,0,0
4463,MdMarufHas14297,2957,20.64,19.7,0.94,0,0,0
4464,lex_node,73867,20.64,18.5,2.14,0,0,0
4465,pirateogcowboy,2608,20.64,20.02,0.61,0,0,0
4466,Mister_Fat,4645,20.63,19.95,0.68,0,0,0
4467,PixeladyMaker,9792,20.63,19.24,1.4,0,0,0
4468,yoyobluegas,2569,20.63,19.35,1.29,0,0,0
4469,reidsailor,8194,20.63,19.99,0.65,0,0,0
4470,Crypto_chode69,3540,20.63,20.0,0.63,0,0,0
4471,ayamoluwaseun,2527,20.61,19.94,0.67,0,0,0
4472,Seung_ha_,3474,20.61,20.31,0.3,0,0,0
4473,xiaojianjian567,21619,20.61,15.72,4.89,0,0,0
4474,SailingCloud,7633,20.59,20.1,0.49,0,0,0
4475,GeoOnchain,17742,20.59,19.8,0.79,0,0,0
4476,yakupNFTdegen,29875,20.58,19.9,0.68,0,0,0
4477,Jiggaman_0,3305,20.58,20.11,0.47,0,0,0
4478,Monstrecrypto,8599,20.58,19.93,0.65,0,0,0
4479,SMOKENSHIT,2706,20.56,20.23,0.33,0,0,0
4480,Soltek,10390,20.56,18.87,1.7,0,0,0
4481,studiomccann,5911,20.56,19.86,0.7,0,0,0
4482,ScarlettMetaX,5670,20.56,18.74,1.82,0,0,0
4483,doosingod,20500,20.54,18.84,1.71,0,0,0
4484,sajjad1122211,2623,20.54,20.27,0.27,0,0,0
4485,Belle_nfts,14668,20.54,19.76,0.78,0,0,0
4486,cy_vikr,3809,20.53,19.96,0.57,0,0,0
4487,surenise,15316,20.52,19.23,1.29,0,0,0
4488,RoiiDzz,5739,20.52,19.76,0.75,0,0,0
4489,0x_stanlee,4303,20.51,20.17,0.34,0,0,0
4490,obe2tall,4439,20.51,19.78,0.73,0,0,0
4491,kevinlambert,8219,20.5,19.84,0.66,0,0,0
4492,Prometheus100x,2571,20.5,20.23,0.27,0,0,0
4493,DrN3FARIO,3306,20.5,19.42,1.08,0,0,0
4494,ChiefScout42,11727,20.49,19.75,0.74,0,0,0
4495,shisler671,7754,20.49,19.74,0.75,0,0,0
4496,kumar58429,4051,20.48,20.04,0.43,0,0,0
4497,CharlesSommy3,2851,20.46,19.65,0.82,0,0,0
4498,salaarniz0111,4209,20.45,18.95,1.5,0,0,0
4499,AvberEth,3501,20.45,19.99,0.45,0,0,0
4500,Shanksinnft,3139,20.45,20.07,0.37,0,0,0
4501,deityofbread,3941,20.41,20.1,0.32,0,0,0
4502,babulenok54,12299,20.41,19.14,1.28,0,0,0
4503,Crypto_Kelv_,10531,20.41,19.38,1.04,0,0,0
4504,cabralcf_,8659,20.41,18.25,2.16,0,0,0
4505,_logoh,2960,20.4,19.81,0.59,0,0,0
4506,0xLadyBird_,4356,20.4,20.18,0.22,0,0,0
4507,luckielzzz,3467,20.4,19.45,0.95,0,0,0
4508,asaeth_,69152,20.4,19.76,0.63,0,0,0
4509,KarimMarshall0x,2725,20.39,19.95,0.45,0,0,0
4510,SRobMeta,4317,20.37,19.41,0.95,0,0,0
4511,NV_WHO,3461,20.37,19.6,0.77,0,0,0
4512,KoladeUnusual_,5516,20.36,19.55,0.81,0,0,0
4513,SilentmodeDM,12965,20.35,19.86,0.49,0,0,0
4514,0X_CUPZ,6425,20.34,19.39,0.95,0,0,0
4515,crazino87,4102,20.34,19.08,1.26,0,0,0
4516,Bitstamp,528799,20.33,18.85,1.48,0,0,0
4517,kentobfr,2832,20.33,19.97,0.36,0,0,0
4518,choujuan8822,3473,20.32,18.16,2.17,0,0,0
4519,TouqeerKazi,3271,20.31,19.51,0.81,0,0,0
4520,realhoneypot2,8460,20.31,19.91,0.4,0,0,0
4521,liljasmin11,4456,20.3,18.48,1.83,0,0,0
4522,BrightAvian,22874,20.29,19.47,0.83,0,0,0
4523,streamflow_fi,124416,20.28,18.01,2.28,0,0,0
4524,learncryptotg,11265,20.27,19.65,0.63,0,0,0
4525,Daraebony,3157,20.27,19.31,0.96,0,0,0
4526,monkeyzoo,9220,20.26,19.46,0.8,0,0,0
4527,apiogamingguild,5099,20.26,19.45,0.81,0,0,0
4528,NQCiao,13761,20.25,17.79,2.46,0,0,0
4529,flocryptow,5356,20.24,19.39,0.86,0,0,0
4530,0xlamx,3025,20.24,19.23,1.01,0,0,0
4531,soundboipicasso,3462,20.22,20.0,0.22,0,0,0
4532,giovolution,3917,20.22,19.75,0.47,0,0,0
4533,itsdonnyok,7572,20.21,19.2,1.01,0,0,0
4534,Rocky5939,3076,20.21,19.91,0.3,0,0,0
4535,Rizzabeast,11898,20.2,19.38,0.82,0,0,0
4536,ghostloadgg,3853,20.2,19.59,0.61,0,0,0
4537,BuiQuyet136,3044,20.19,19.23,0.96,0,0,0
4538,BigGbotex,3398,20.19,19.07,1.12,0,0,0
4539,0xbrov,5598,20.19,19.77,0.42,0,0,0
4540,MagicMikeEditss,6398,20.19,19.51,0.68,0,0,0
4541,Khabib263,2816,20.19,19.76,0.42,0,0,0
4542,davidkimoficial,4405,20.18,19.92,0.26,0,0,0
4543,menfiiisx0,3444,20.17,19.3,0.87,0,0,0
4544,FreshModeSP,4008,20.17,19.27,0.9,0,0,0
4545,samad_uba,4362,20.17,18.86,1.31,0,0,0
4546,DiabloIncognit0,13340,20.16,19.29,0.88,0,0,0
4547,JoFromPE,4156,20.16,19.76,0.4,0,0,0
4548,joseprust,49785,20.16,19.48,0.68,0,0,0
4549,solana_hustler,4788,20.14,18.28,1.86,0,0,0
4550,Bren_dieee,5462,20.14,19.56,0.59,0,0,0
4551,ORANGEHILLMUSIK,2915,20.13,19.79,0.34,0,0,0
4552,javanx3d,3151,20.11,19.7,0.41,0,0,0
4553,obahjoe,4787,20.1,19.64,0.46,0,0,0
4554,TheCryptomath,29908,20.08,19.11,0.97,0,0,0
4555,tim_on_soI,3328,20.06,19.69,0.37,0,0,0
4556,djerukhoki,4825,20.06,19.28,0.78,0,0,0
4557,bigonchain,3114,20.06,18.83,1.22,0,0,0
4558,frankNFT_eth,8549,20.04,19.55,0.5,0,0,0
4559,Lexybabs,87835,20.03,17.48,2.54,0,0,0
4560,amosope2,4078,20.02,16.94,3.08,0,0,0
4561,adesokan2010,4963,20.02,19.3,0.72,0,0,0
4562,itzozgun,3049,20.02,19.23,0.79,0,0,0
4563,zabolotniyD,3695,20.02,19.08,0.93,0,0,0
4564,luuminize,29269,20.01,17.87,2.15,0,0,0
4565,talukder780,3331,20.01,19.78,0.23,0,0,0
4566,shaun0x,4957,20.0,19.63,0.38,0,0,0
4567,mhankumiz,3905,20.0,19.29,0.71,0,0,0
4568,clintsealwood,25630,20.0,19.04,0.96,0,0,0
4569,MaaRii74sd,3582,20.0,19.34,0.66,0,0,0
4570,Uniqueofweb3,2897,20.0,18.68,1.31,0,0,0
4571,moonwalkfitness,31247,20.0,18.32,1.68,0,0,0
4572,cqeth_,7434,19.98,18.05,1.94,0,0,0
4573,siji_henry,5035,19.97,19.5,0.46,0,0,0
4574,crucifore,4973,19.95,19.51,0.43,0,0,0
4575,EveyNFT,11748,19.94,19.4,0.54,0,0,0
4576,henhenhenri25,3005,19.93,19.64,0.29,0,0,0
4577,derchrxs,3869,19.93,19.31,0.62,0,0,0
4578,kamakhaz,3531,19.92,19.43,0.5,0,0,0
4579,crayon_of_web3,2702,19.92,19.2,0.72,0,0,0
4580,Ayame2theMoon,2728,19.92,19.3,0.62,0,0,0
4581,chefpino_,3540,19.92,19.39,0.53,0,0,0
4582,PumpkinKing72,5690,19.92,18.8,1.12,0,0,0
4583,tkstanczak,24299,19.89,18.51,1.39,0,0,0
4584,Justfly192,10028,19.88,18.85,1.03,0,0,0
4585,GemKubiat,3430,19.88,19.41,0.47,0,0,0
4586,fluffyonEth,34828,19.88,18.84,1.04,0,0,0
4587,dejixyz,2985,19.87,19.52,0.36,0,0,0
4588,emo_eth,5494,19.87,19.63,0.24,0,0,0
4589,st3pp3r_,2554,19.87,19.41,0.46,0,0,0
4590,phill76815,13404,19.86,18.16,1.7,0,0,0
4591,ilteris__beg,31574,19.86,18.97,0.89,0,0,0
4592,0xsikdar,4738,19.86,19.09,0.77,0,0,0
4593,swegoninternet,2844,19.86,19.38,0.48,0,0,0
4594,BBoyBlockchain,4973,19.86,19.42,0.44,0,0,0
4595,waseuno,5815,19.85,18.92,0.93,0,0,0
4596,kanayor10,2771,19.85,19.53,0.32,0,0,0
4597,veratheape,36150,19.84,18.42,1.42,0,0,0
4598,auspomlaza,3637,19.83,19.15,0.68,0,0,0
4599,Gravemind99,3035,19.83,19.2,0.63,0,0,0
4600,V1Zhual,22482,19.83,18.32,1.51,0,0,0
4601,iamvrushal,2581,19.83,19.53,0.3,0,0,0
4602,LensMoso,7778,19.83,18.46,1.37,0,0,0
4603,PPElephantYT,2629,19.83,19.35,0.48,0,0,0
4604,nishseq,8824,19.83,18.47,1.35,0,0,0
4605,FamiLee_,3267,19.82,19.36,0.46,0,0,0
4606,ZombieRob333,3848,19.82,19.37,0.45,0,0,0
4607,ChadMetaX,13056,19.82,19.14,0.67,0,0,0
4608,PudgySook,3797,19.81,19.19,0.61,0,0,0
4609,near_verse,2624,19.79,19.56,0.23,0,0,0
4610,FPLGreenArrow,2697,19.79,19.63,0.15,0,0,0
4611,Logan23xO,3257,19.78,19.24,0.55,0,0,0
4612,NikhilOnChain,2967,19.78,18.92,0.86,0,0,0
4613,thebonedaddyETH,5159,19.78,18.61,1.17,0,0,0
4614,Network_Hustler,8153,19.75,19.43,0.32,0,0,0
4615,MarquesDaGoat,4372,19.75,18.88,0.87,0,0,0
4616,belloloo,3526,19.74,19.34,0.39,0,0,0
4617,WHM_Gaming,6699,19.73,19.42,0.31,0,0,0
4618,Kiki0x8,5708,19.71,18.94,0.77,0,0,0
4619,soheilmomeni,16157,19.7,19.27,0.44,0,0,0
4620,EzquireEth,5092,19.7,19.28,0.42,0,0,0
4621,airdropallfree,57324,19.7,18.53,1.17,0,0,0
4622,Meta_ZET,6323,19.7,19.22,0.48,0,0,0
4623,takudzwazambe,2595,19.69,19.36,0.34,0,0,0
4624,HaydenWalford,10248,19.69,18.8,0.9,0,0,0
4625,Z3ROtweets_,3068,19.69,19.01,0.68,0,0,0
4626,foot_eth,4574,19.67,19.3,0.37,0,0,0
4627,RealEmber,5487,19.67,19.24,0.43,0,0,0
4628,T3tra333,11645,19.66,17.85,1.81,0,0,0
4629,dyel2809,3856,19.66,19.22,0.44,0,0,0
4630,damilonaria003,4159,19.64,18.91,0.72,0,0,0
4631,bonglovi,29967,19.63,18.96,0.67,0,0,0
4632,kingicy__,7750,19.63,18.74,0.88,0,0,0
4633,GroFi_Dex,28084,19.62,19.22,0.41,0,0,0
4634,JesseFriedland,7091,19.62,19.06,0.56,0,0,0
4635,insainox,6674,19.62,19.17,0.45,0,0,0
4636,ndemole,5516,19.62,19.42,0.19,0,0,0
4637,Lehnwaa,3829,19.61,18.84,0.77,0,0,0
4638,delly_crypt,6866,19.61,18.73,0.88,0,0,0
4639,amaloversclub,5834,19.6,19.08,0.52,0,0,0
4640,art_snitch,4959,19.6,19.14,0.46,0,0,0
4641,0xmons,33068,19.6,18.55,1.05,0,0,0
4642,OuijaBoredApe,4929,19.6,19.08,0.52,0,0,0
4643,Kaydeyofficial,12975,19.6,19.14,0.45,0,0,0
4644,Anne_icarus,4061,19.59,19.24,0.35,0,0,0
4645,Art_If_Ficial,3106,19.59,19.3,0.3,0,0,0
4646,jenfassino,5216,19.59,18.84,0.76,0,0,0
4647,tino_esqimo,4796,19.59,19.12,0.47,0,0,0
4648,Zenestraseven,2771,19.57,17.79,1.79,0,0,0
4649,RetroWallSt,12227,19.56,19.29,0.27,0,0,0
4650,S1Y4HS4NC4KS,3635,19.56,18.91,0.64,0,0,0
4651,Bkess75,6439,19.55,18.84,0.71,0,0,0
4652,0x_LaGrande,3910,19.55,17.71,1.84,0,0,0
4653,FigBonner,3052,19.54,19.15,0.4,0,0,0
4654,qtdegen,49695,19.54,18.23,1.31,0,0,0
4655,saori_xbt,5310,19.54,19.26,0.27,0,0,0
4656,eth_Harvie,7540,19.53,19.24,0.29,0,0,0
4657,NG_Web3,11746,19.52,17.48,2.04,0,0,0
4658,mikeyleo_00,11376,19.52,18.73,0.79,0,0,0
4659,bc1plainview,7531,19.52,18.2,1.31,0,0,0
4660,Somuchmorefun,3175,19.51,18.44,1.07,0,0,0
4661,Midas30_07,3295,19.5,18.92,0.59,0,0,0
4662,Lally1702,8397,19.5,18.39,1.12,0,0,0
4663,0xLuo,4860,19.5,19.25,0.25,0,0,0
4664,Therec87,2560,19.49,19.05,0.45,0,0,0
4665,JT0JB7_eth,7180,19.48,18.48,1.01,0,0,0
4666,0xQuez,4043,19.48,19.07,0.41,0,0,0
4667,TrieuTiger,22678,19.46,18.79,0.67,0,0,0
4668,danielcawrey,12643,19.46,18.76,0.7,0,0,0
4669,iniheksa,7200,19.44,18.98,0.46,0,0,0
4670,icy__eyes,3068,19.42,18.79,0.63,0,0,0
4671,AIWhisper_,9765,19.42,16.66,2.76,0,0,0
4672,meowrocknrolla,8918,19.42,18.3,1.12,0,0,0
4673,Crypt0Hamsters,3174,19.42,19.08,0.34,0,0,0
4674,Earth_H2,3979,19.4,18.8,0.6,0,0,0
4675,_bcbread,8564,19.4,18.87,0.53,0,0,0
4676,val_web3,4646,19.39,18.25,1.14,0,0,0
4677,zcreativemedia,3448,19.39,19.16,0.23,0,0,0
4678,krpmusic_,8756,19.38,18.44,0.94,0,0,0
4679,Sahcmoilevrai,5075,19.38,18.72,0.67,0,0,0
4680,shaqxbt,12498,19.38,18.09,1.29,0,0,0
4681,DeboisMaurice,5337,19.37,18.84,0.53,0,0,0
4682,cephas_ine,5735,19.34,18.69,0.65,0,0,0
4683,imdecentralized,5509,19.34,18.67,0.68,0,0,0
4684,0xJaska,2897,19.34,19.11,0.23,0,0,0
4685,Mustydraws,3650,19.33,18.84,0.49,0,0,0
4686,samdbtto,4609,19.33,18.66,0.67,0,0,0
4687,Guga_2787,9280,19.33,18.44,0.88,0,0,0
4688,woods_nft,3953,19.33,18.57,0.76,0,0,0
4689,KingDankKush,5328,19.31,18.82,0.49,0,0,0
4690,Urs_Navi,2882,19.31,19.07,0.23,0,0,0
4691,AparajitRonald,2995,19.28,18.9,0.38,0,0,0
4692,0xjoshuaa,4295,19.28,18.86,0.42,0,0,0
4693,noorsenpai,7974,19.28,19.01,0.28,0,0,0
4694,Nick_HTLC,2771,19.28,18.99,0.29,0,0,0
4695,floridapearl_,63201,19.28,18.34,0.94,0,0,0
4696,unfollowdan,22514,19.27,18.17,1.1,0,0,0
4697,milesmuso,3589,19.26,19.02,0.24,0,0,0
4698,LikesTheArt,4324,19.24,18.47,0.77,0,0,0
4699,BobbyShakesX,2645,19.23,18.61,0.62,0,0,0
4700,Thinker_Rex,8471,19.23,18.83,0.4,0,0,0
4701,Jamopyper,4499,19.22,18.79,0.43,0,0,0
4702,ApexOnChain,9079,19.22,18.44,0.78,0,0,0
4703,zyphar_,5963,19.22,18.83,0.39,0,0,0
4704,misosoup_eth,3663,19.21,18.78,0.43,0,0,0
4705,yougogirl_eth,12916,19.21,18.24,0.97,0,0,0
4706,0xmaestracoon,29325,19.21,18.03,1.18,0,0,0
4707,bbrruangkutub,3286,19.21,17.76,1.45,0,0,0
4708,wabdoteth,111411,19.21,18.13,1.08,0,0,0
4709,Banacubana,6714,19.2,18.91,0.29,0,0,0
4710,Riyad_699,2567,19.2,18.73,0.47,0,0,0
4711,DaemonWAGMI,3642,19.2,18.34,0.85,0,0,0
4712,7anguine,4138,19.2,18.81,0.39,0,0,0
4713,Dew_u_c_me,3772,19.19,18.37,0.82,0,0,0
4714,Jessy_Jeanne,5425,19.18,18.22,0.96,0,0,0
4715,Swave_XO,3940,19.18,18.72,0.46,0,0,0
4716,BuyOnTheDip_,13179,19.18,18.38,0.79,0,0,0
4717,forchxbt,4767,19.17,18.64,0.53,0,0,0
4718,CryptoPainter_X,92046,19.17,11.34,7.83,0,0,0
4719,brewingbutcher,5649,19.16,18.5,0.67,0,0,0
4720,jaywang27_,2885,19.15,18.69,0.46,0,0,0
4721,diaulito_,3666,19.15,18.73,0.42,0,0,0
4722,TheTedlo,2963,19.15,18.42,0.73,0,0,0
4723,TheSparkyAce,2882,19.15,18.69,0.46,0,0,0
4724,subinium,26249,19.14,18.5,0.64,0,0,0
4725,XXXMorbid626,3940,19.14,18.6,0.53,0,0,0
4726,pudgygrandpa,6226,19.13,18.62,0.5,0,0,0
4727,TheWombatyn,4628,19.08,18.62,0.46,0,0,0
4728,vvickym2,83954,19.08,14.03,5.05,0,0,0
4729,Bruhbears985,3576,19.08,18.85,0.23,0,0,0
4730,SweetBeanDazz,6881,19.07,18.4,0.67,0,0,0
4731,mariagalanis,16419,19.07,17.33,1.74,0,0,0
4732,0xanmol,7560,19.07,18.13,0.94,0,0,0
4733,Crypto77qi,62070,19.06,11.35,7.71,0,0,0
4734,ethic_tran,1883,19.04,18.17,0.87,0,0,0
4735,cryptohrideva,6883,19.03,17.78,1.25,0,0,0
4736,WaltDisneyIF,6765,19.03,18.4,0.63,0,0,0
4737,vandemlau,4745,19.02,18.61,0.42,0,0,0
