rank,username,followerCount,score,signalScore,noisePoints,totalEngagement,engagementRate,averageEngagementPerPost
2908,reijer_klopman,2704,32.07,31.69,0.38,0,0,0
2909,mdsanowar145,3056,32.05,31.61,0.44,0,0,0
2910,mdkchukwuemeka,2828,32.04,31.44,0.6,0,0,0
2911,Faalc0n__,4875,32.04,31.1,0.93,0,0,0
2912,KimiBoyNFT,12057,32.0,29.8,2.19,0,0,0
2913,iamoldorange,5443,31.98,23.57,8.41,0,0,0
2914,BSmokes_,6796,31.98,30.9,1.08,0,0,0
2915,findjona,2779,31.98,30.69,1.29,0,0,0
2916,SkyBuiVND,3871,31.96,31.34,0.62,0,0,0
2917,xxxcuannn,3025,31.96,31.35,0.61,0,0,0
2918,0xJohannes_,3686,31.94,30.93,1.01,0,0,0
2919,CemKudu,3309,31.92,30.45,1.47,0,0,0
2920,naskaaeth,13835,31.91,30.27,1.64,0,0,0
2921,KobeStreams,9745,31.91,30.48,1.43,0,0,0
2922,kirbyongeo,16079,31.91,29.69,2.22,0,0,0
2923,CyrusIsiodu,3300,31.9,31.0,0.91,0,0,0
2924,nevlyfans,2866,31.89,30.87,1.02,0,0,0
2925,0xchuks1,2647,31.89,29.38,2.51,0,0,0
2926,Zachkag,9242,31.86,29.04,2.82,0,0,0
2927,The_sugargirl,15060,31.85,29.29,2.56,0,0,0
2928,_kun09_,17831,31.85,31.09,0.76,0,0,0
2929,KunalxWeb3,2651,31.82,29.77,2.05,0,0,0
2930,BigFax_MEXC,3945,31.82,30.88,0.94,0,0,0
2931,FabsKebabs101,27753,31.82,27.89,3.92,0,0,0
2932,InTheMed,2726,31.81,29.89,1.92,0,0,0
2933,TO,150501,31.81,29.01,2.81,0,0,0
2934,AveryChing,69076,31.81,29.97,1.84,0,0,0
2935,atareh,16681,31.8,31.01,0.8,0,0,0
2936,Dyor_0x,11624,31.8,29.48,2.32,0,0,0
2937,peaceofheav1,5847,31.79,29.88,1.91,0,0,0
2938,md_sharif169,2866,31.78,29.86,1.92,0,0,0
2939,lizmoneyweb,9908,31.77,29.66,2.11,0,0,0
2940,the30rack,5759,31.76,29.81,1.96,0,0,0
2941,chippydip_,3650,31.75,30.84,0.91,0,0,0
2942,0xKeng,26998,31.74,29.62,2.12,0,0,0
2943,web3dothan,4654,31.74,31.27,0.46,0,0,0
2944,cryptobruh117,8412,31.73,30.54,1.19,0,0,0
2945,nftcutie,9096,31.73,30.7,1.03,0,0,0
2946,0xstunt,2863,31.73,31.19,0.54,0,0,0
2947,Kyroh,34598,31.72,28.94,2.78,0,0,0
2948,fasahmeta_x,2729,31.72,29.98,1.74,0,0,0
2949,rinne_hl,3663,31.71,30.56,1.15,0,0,0
2950,0xdipjyoti,3198,31.71,30.71,1.0,0,0,0
2951,officialdesmi,3595,31.7,30.3,1.4,0,0,0
2952,Uc_ViBe,7635,31.68,30.43,1.25,0,0,0
2953,0xUncleB,3833,31.66,29.46,2.2,0,0,0
2954,PlatyMama_,14448,31.66,29.56,2.1,0,0,0
2955,Sukuna3878,2996,31.66,29.56,2.1,0,0,0
2956,sterhcrypto,3689,31.66,30.43,1.23,0,0,0
2957,0xNikos,2621,31.65,30.7,0.95,0,0,0
2958,mike_owi,3708,31.65,29.53,2.12,0,0,0
2959,0xunclebeanz,6484,31.64,29.04,2.6,0,0,0
2960,shafi7706,3943,31.63,29.08,2.56,0,0,0
2961,GeepersNFT,3960,31.63,30.39,1.24,0,0,0
2962,tonmoyislam03,5016,31.61,30.69,0.92,0,0,0
2963,MdHafizulMolla7,2680,31.6,31.14,0.46,0,0,0
2964,0xchadx,3920,31.6,29.87,1.73,0,0,0
2965,Muchachomajor,3001,31.59,30.49,1.1,0,0,0
2966,852luk,11167,31.58,29.82,1.77,0,0,0
2967,mdlabibbiswas6,2915,31.58,30.38,1.2,0,0,0
2968,Iam_sharonx,7601,31.58,30.92,0.66,0,0,0
2969,Ceelow_eth,3947,31.56,30.74,0.83,0,0,0
2970,0xnewthing,3626,31.56,30.79,0.78,0,0,0
2971,resaang,33216,31.56,29.32,2.24,0,0,0
2972,m00des,2976,31.55,29.41,2.14,0,0,0
2973,ZarethraVoss,3483,31.55,30.5,1.05,0,0,0
2974,CrazyCryptoCarl,20624,31.54,30.14,1.4,0,0,0
2975,aya_ms888,7367,31.53,30.14,1.4,0,0,0
2976,CryptoRick98,4444,31.52,30.71,0.81,0,0,0
2977,TheBullWeb3,4205,31.5,29.99,1.51,0,0,0
2978,tolgaaseert,3112,31.49,29.63,1.86,0,0,0
2979,osolhatter,2915,31.48,29.29,2.19,0,0,0
2980,muhitonx,5496,31.47,29.51,1.97,0,0,0
2981,AaronHaber,23047,31.45,29.89,1.57,0,0,0
2982,PabloXbtc,121371,31.45,25.63,5.82,0,0,0
2983,0xsld,6976,31.44,30.7,0.74,0,0,0
2984,MdSaiduldm,3744,31.42,30.5,0.93,0,0,0
2985,MisterPonX,3602,31.41,30.67,0.73,0,0,0
2986,zjbrenner,15114,31.4,29.07,2.34,0,0,0
2987,0xJado,6410,31.39,30.55,0.84,0,0,0
2988,HarryTandy,27912,31.39,29.56,1.84,0,0,0
2989,MJodzzz4172,2798,31.39,30.54,0.85,0,0,0
2990,wisemetajay,9557,31.38,30.35,1.03,0,0,0
2991,adex4me,3445,31.38,30.6,0.79,0,0,0
2992,TeabagzX,33191,31.38,29.64,1.74,0,0,0
2993,juniverseNFT,6598,31.38,29.21,2.17,0,0,0
2994,aminstrange,3602,31.38,30.27,1.11,0,0,0
2995,TheRoaringKitti,6894,31.37,29.98,1.39,0,0,0
2996,onderyazici,114815,31.36,26.56,4.8,0,0,0
2997,LoRdCrXpToSaNtO,6186,31.35,30.32,1.03,0,0,0
2998,kuyamark,19788,31.34,28.56,2.78,0,0,0
2999,christozweb3,65198,31.34,30.34,1.0,0,0,0
3000,Tempestgirl_,2529,31.33,29.97,1.36,0,0,0
3001,bitemeta,7912,31.3,29.95,1.35,0,0,0
3002,samboog007,4238,31.3,30.34,0.96,0,0,0
3003,blockmaverrick,9916,31.29,28.77,2.52,0,0,0
3004,crlazeeee,8736,31.29,28.47,2.82,0,0,0
3005,Krakker420,6280,31.29,30.05,1.24,0,0,0
3006,SNOW1QUIRK,8957,31.24,30.25,0.98,0,0,0
3007,fay_crypt,6741,31.23,29.55,1.68,0,0,0
3008,Bestzzman,2918,31.23,29.77,1.46,0,0,0
3009,qvu5203,3758,31.23,30.44,0.79,0,0,0
3010,blendino_,8093,31.23,28.98,2.25,0,0,0
3011,kickzeth,49558,31.23,28.28,2.94,0,0,0
3012,madman_Marlton,2682,31.21,30.59,0.63,0,0,0
3013,Kripto_Ally,4325,31.2,29.72,1.48,0,0,0
3014,Maple_Skates,5068,31.18,29.82,1.36,0,0,0
3015,Makino_sille,3289,31.18,30.42,0.75,0,0,0
3016,0xVffonso,18588,31.18,28.03,3.14,0,0,0
3017,Glorious2smooth,3210,31.17,30.55,0.62,0,0,0
3018,ernestleedotcom,54027,31.16,27.42,3.74,0,0,0
3019,RinovMRN,10416,31.16,29.18,1.98,0,0,0
3020,Sammyace007,15691,31.16,28.49,2.67,0,0,0
3021,laga_eth,4928,31.14,29.5,1.64,0,0,0
3022,turbahn,2539,31.14,30.51,0.63,0,0,0
3023,LeelouisTD,5370,31.13,29.87,1.26,0,0,0
3024,Dreezy_Giant,8089,31.13,29.88,1.24,0,0,0
3025,SlickBTC,12639,31.1,29.7,1.4,0,0,0
3026,MustaphaMS007,3453,31.09,30.5,0.59,0,0,0
3027,emrizblaq,8787,31.08,30.31,0.78,0,0,0
3028,gurhankutsal,4050,31.08,29.71,1.37,0,0,0
3029,allysonnewell,5486,31.08,29.9,1.18,0,0,0
3030,czamy2023,3393,31.07,30.47,0.6,0,0,0
3031,Xon_Style,6066,31.05,28.84,2.21,0,0,0
3032,TooMazing265,5081,31.05,29.57,1.48,0,0,0
3033,Emilmehdiyev_,4965,31.04,26.31,4.73,0,0,0
3034,prezthedegen,11101,31.01,29.96,1.05,0,0,0
3035,vinataba_nft,4403,31.0,30.36,0.64,0,0,0
3036,uhhdub,9785,31.0,29.54,1.46,0,0,0
3037,Tipwotip,6723,30.99,30.07,0.91,0,0,0
3038,ri3asyp1ck,3543,30.97,29.32,1.65,0,0,0
3039,kaswizofficial,7012,30.95,29.23,1.72,0,0,0
3040,Spvce,39238,30.95,28.14,2.8,0,0,0
3041,tdkimber,4752,30.95,30.48,0.47,0,0,0
3042,pixnvm,3833,30.95,27.99,2.96,0,0,0
3043,iamarkdev,32977,30.93,28.31,2.62,0,0,0
3044,heyzuesx,20459,30.93,27.72,3.21,0,0,0
3045,_HeyZing,5397,30.93,29.66,1.26,0,0,0
3046,leoo99_bnb,4517,30.92,29.89,1.03,0,0,0
3047,NefuTrades,61786,30.92,29.5,1.42,0,0,0
3048,AnnieWins28,3385,30.91,29.69,1.22,0,0,0
3049,ApeGurus,18742,30.9,29.47,1.43,0,0,0
3050,ix_farhad,8420,30.9,28.33,2.57,0,0,0
3051,Adelina_Galoyan,31251,30.88,27.54,3.34,0,0,0
3052,SaintLee04,3192,30.88,29.51,1.36,0,0,0
3053,Solace_exe,3960,30.87,29.88,0.99,0,0,0
3054,SethDannyYak,6154,30.86,29.83,1.04,0,0,0
3055,199ZEN,4861,30.85,29.38,1.46,0,0,0
3056,guppie2121,14794,30.82,28.91,1.91,0,0,0
3057,ShsakibShsakib1,6861,30.82,29.7,1.12,0,0,0
3058,bliixlo,2775,30.8,30.12,0.68,0,0,0
3059,Niken_Reborn,3875,30.8,28.57,2.23,0,0,0
3060,toony_toons,6547,30.79,28.9,1.89,0,0,0
3061,CLumsyKnight48,11542,30.79,29.69,1.09,0,0,0
3062,ThePaulOla,99211,30.78,28.98,1.8,0,0,0
3063,UnchainedDaniel,6282,30.78,29.6,1.18,0,0,0
3064,sm_robo737,7444,30.78,29.6,1.18,0,0,0
3065,Daco1008,10285,30.78,28.76,2.02,0,0,0
3066,alex_moody,7579,30.78,30.0,0.78,0,0,0
3067,The_Lucky_Ape,4072,30.78,29.65,1.13,0,0,0
3068,Drempts,3762,30.76,30.14,0.62,0,0,0
3069,NaimuddinS,4506,30.76,29.84,0.92,0,0,0
3070,TINKS_ETH,11026,30.75,28.76,1.99,0,0,0
3071,JeremmyBOLD,2631,30.75,29.39,1.36,0,0,0
3072,OxRonin_,3286,30.74,30.09,0.65,0,0,0
3073,0xAngelbeast,2686,30.73,27.43,3.3,0,0,0
3074,Hope_ology,22878,30.72,29.15,1.57,0,0,0
3075,TopSolDegen_,3074,30.7,29.77,0.93,0,0,0
3076,kryptotalker,6207,30.7,29.6,1.09,0,0,0
3077,Sadiqgobir,4576,30.69,30.29,0.4,0,0,0
3078,dr_dripto,10145,30.68,29.73,0.95,0,0,0
3079,moonbirds,213262,30.67,26.13,4.54,0,0,0
3080,mykell_x,3361,30.65,28.38,2.27,0,0,0
3081,Gwei2high,4712,30.65,29.93,0.72,0,0,0
3082,0xthelf,2632,30.65,29.26,1.38,0,0,0
3083,Yummy_TheArtist,3872,30.65,29.17,1.48,0,0,0
3084,SluttyNft,28653,30.62,28.25,2.37,0,0,0
3085,LuigiRFRM,23296,30.6,28.36,2.24,0,0,0
3086,affilionETH,4063,30.58,29.29,1.29,0,0,0
3087,pumatheuma,23628,30.58,29.24,1.34,0,0,0
3088,RAZA_npc,14338,30.57,29.41,1.16,0,0,0
3089,HYAIPE,7580,30.56,29.4,1.15,0,0,0
3090,TheZKnomist,3242,30.54,28.7,1.84,0,0,0
3091,dch_crypt,6040,30.52,29.53,0.99,0,0,0
3092,Sasuke101v,3757,30.51,29.15,1.37,0,0,0
3093,loomdart,324000,30.49,26.72,3.77,0,0,0
3094,Mobayoman,3243,30.49,29.8,0.69,0,0,0
3095,ayonba09,2655,30.48,29.74,0.73,0,0,0
3096,AlexPaz0X,3805,30.47,29.4,1.07,0,0,0
3097,glabuz,9974,30.46,28.94,1.52,0,0,0
3098,BunnyWeb_3,2826,30.46,28.17,2.29,0,0,0
3099,Benbruce_22,3800,30.45,29.19,1.26,0,0,0
3100,Defi_FinChain,6686,30.42,29.02,1.39,0,0,0
3101,BitGrateful,20329,30.41,29.3,1.11,0,0,0
3102,YapdotMarket,10827,30.41,28.21,2.19,0,0,0
3103,whereislamb0,2689,30.4,29.14,1.26,0,0,0
3104,Joker_On_Sol_,3368,30.4,28.32,2.08,0,0,0
3105,TheInvestronaut,3257,30.39,29.37,1.02,0,0,0
3106,Shivfreespirit,12689,30.39,29.62,0.77,0,0,0
3107,TheBadArtst,8633,30.37,26.38,3.99,0,0,0
3108,CamYeCamYe,4739,30.36,29.81,0.55,0,0,0
3109,RareChildNana,7556,30.36,29.43,0.94,0,0,0
3110,tesnguyeneth,10492,30.35,28.97,1.38,0,0,0
3111,cuttereth,2996,30.35,28.27,2.07,0,0,0
3112,jchaskin22,5533,30.35,28.4,1.95,0,0,0
3113,ronthefarmer,9002,30.34,27.94,2.4,0,0,0
3114,amaci0123,5621,30.32,28.1,2.22,0,0,0
3115,xiaomingishere,3667,30.32,29.57,0.75,0,0,0
3116,First_Mint1,8324,30.32,27.23,3.09,0,0,0
3117,ezra_ned,6794,30.31,28.29,2.02,0,0,0
3118,StarrySnow303,6696,30.31,27.75,2.56,0,0,0
3119,PLA______,38331,30.28,27.84,2.44,0,0,0
3120,JadeDangxUH,7451,30.28,29.35,0.93,0,0,0
3121,Akashsinha98,3582,30.28,29.2,1.08,0,0,0
3122,NematR1,29068,30.26,25.61,4.65,0,0,0
3123,roy60338,6154,30.26,28.04,2.22,0,0,0
3124,AMADuMetax,2589,30.25,28.57,1.68,0,0,0
3125,audreyisnew,2188,30.23,29.36,0.87,0,0,0
3126,hosseeb,123872,30.23,28.41,1.83,0,0,0
3127,BuiltByFrancis,4871,30.23,29.39,0.84,0,0,0
3128,itsampera,24385,30.23,28.31,1.92,0,0,0
3129,jeremyknowsVF,41211,30.23,27.54,2.68,0,0,0
3130,Charles271979,2548,30.22,28.93,1.29,0,0,0
3131,Gmsniper6,3848,30.22,29.61,0.6,0,0,0
3132,pixonme_,15340,30.21,27.42,2.79,0,0,0
3133,FroshInv,3143,30.2,29.56,0.65,0,0,0
3134,skaucat7,4086,30.2,29.35,0.85,0,0,0
3135,BitHabibi,3407,30.19,29.53,0.67,0,0,0
3136,owocki,127941,30.14,28.36,1.78,0,0,0
3137,shaman_dp,4251,30.14,29.03,1.11,0,0,0
3138,rollerz___sol,2832,30.14,27.25,2.88,0,0,0
3139,nlbkaifine,11397,30.12,29.08,1.04,0,0,0
3140,Sirmee_kay,2851,30.11,28.85,1.26,0,0,0
3141,nghianeo,15229,30.1,28.09,2.01,0,0,0
3142,Kakarot,37607,30.09,25.41,4.68,0,0,0
3143,Kenny_Powerz_,17585,30.09,29.03,1.05,0,0,0
3144,seeksahib,39648,30.09,28.22,1.87,0,0,0
3145,phenomen_games,4807,30.07,29.16,0.91,0,0,0
3146,mdshefat217,3846,30.06,29.38,0.68,0,0,0
3147,templecrash,23438,30.05,27.85,2.2,0,0,0
3148,dee_nftarmy,4003,30.0,26.66,3.34,0,0,0
3149,n175f15ch,5039,30.0,27.52,2.48,0,0,0
3150,seeyaarar,3319,29.99,29.41,0.58,0,0,0
3151,chibestvalen,3035,29.97,29.49,0.47,0,0,0
3152,rrifa01,5325,29.95,28.34,1.62,0,0,0
3153,SmokeyTheBera,124956,29.95,26.93,3.02,0,0,0
3154,Knox556,16733,29.94,27.99,1.95,0,0,0
3155,Simple_simeon,6386,29.93,28.99,0.95,0,0,0
3156,Kh5065,9493,29.93,26.22,3.71,0,0,0
3157,TED3166,14690,29.92,27.24,2.67,0,0,0
3158,0xrumrunner,9710,29.91,29.23,0.68,0,0,0
3159,SHittoshii,32508,29.91,28.23,1.68,0,0,0
3160,Biel,1788849,29.91,24.05,5.85,0,0,0
3161,taymietopee_x,8064,29.9,28.58,1.32,0,0,0
3162,prollynuthin,3209,29.9,28.81,1.09,0,0,0
3163,ryannnsmit,11461,29.9,26.41,3.48,0,0,0
3164,drvictoryy,2754,29.89,29.33,0.57,0,0,0
3165,AquahAlpha,4732,29.89,29.3,0.59,0,0,0
3166,jisan7xtm,4828,29.88,29.16,0.72,0,0,0
3167,HeyChunlyn,4955,29.85,28.71,1.14,0,0,0
3168,chapta_web3,3429,29.85,28.31,1.54,0,0,0
3169,EnidWeb3,3489,29.84,28.26,1.58,0,0,0
3170,Omsuskes,3807,29.84,28.89,0.95,0,0,0
3171,confugen,9232,29.83,29.14,0.69,0,0,0
3172,AlwaysHugo3,7109,29.83,28.36,1.47,0,0,0
3173,Cia0_exe,2906,29.81,29.25,0.56,0,0,0
3174,dhabiri_codes,2541,29.81,29.05,0.76,0,0,0
3175,_Qasmeer,4135,29.78,29.04,0.75,0,0,0
3176,cino_bili,4720,29.77,28.37,1.39,0,0,0
3177,cryptofamradio,2566,29.74,28.79,0.95,0,0,0
3178,ReezTheRealtor,4782,29.74,28.9,0.85,0,0,0
3179,Warepamorsammy,57164,29.72,28.19,1.53,0,0,0
3180,0xTreff,8906,29.71,28.13,1.58,0,0,0
3181,nxtChidori,19796,29.71,28.6,1.11,0,0,0
3182,Tommylee861,3053,29.71,29.08,0.63,0,0,0
3183,Legit_Airdrops0,12395,29.69,29.15,0.53,0,0,0
3184,taku0x,4310,29.68,28.85,0.83,0,0,0
3185,Notothegoat,4459,29.68,28.45,1.22,0,0,0
3186,LoopOnChain,28739,29.67,28.45,1.23,0,0,0
3187,Kakarotbtc,8930,29.67,27.62,2.05,0,0,0
3188,_mojiSOL,8870,29.67,28.53,1.13,0,0,0
3189,im0xPrince,5395,29.66,27.95,1.71,0,0,0
3190,Nofuturephoto,10919,29.64,26.86,2.78,0,0,0
3191,inferno_trades,5106,29.64,28.88,0.76,0,0,0
3192,MaxResnick1,17020,29.63,27.45,2.18,0,0,0
3193,YuurinB,5683,29.63,28.93,0.7,0,0,0
3194,OjonugwaDes,2836,29.62,28.48,1.14,0,0,0
3195,IamSHADR,2839,29.62,28.27,1.35,0,0,0
3196,apehammer,9213,29.61,28.39,1.21,0,0,0
3197,tolibear_,26982,29.6,26.73,2.87,0,0,0
3198,Hz_kryptomovic,5748,29.6,28.23,1.37,0,0,0
3199,Kabeeryaro,2659,29.59,28.85,0.74,0,0,0
3200,aulijk,5968,29.59,27.63,1.96,0,0,0
3201,NattChil,3124,29.58,28.59,0.99,0,0,0
3202,Dao888x,3564,29.57,29.0,0.58,0,0,0
3203,Mozemhe,6597,29.57,28.12,1.46,0,0,0
3204,dominic_w,215117,29.57,28.61,0.96,0,0,0
3205,Mdee_gmi,5090,29.56,29.03,0.53,0,0,0
3206,0xsuro570,2829,29.56,28.94,0.62,0,0,0
3207,cryptovicky1522,4346,29.56,28.72,0.83,0,0,0
3208,stronkpants,2688,29.55,28.77,0.79,0,0,0
3209,Denis_in0,14176,29.55,27.57,1.98,0,0,0
3210,0xNasa,8331,29.54,29.11,0.44,0,0,0
3211,alveejack1,5201,29.54,28.24,1.3,0,0,0
3212,natealexnft,182154,29.52,26.88,2.64,0,0,0
3213,AlphaDzandirr,3042,29.52,27.92,1.6,0,0,0
3214,MeowMrkat,7407,29.51,26.97,2.54,0,0,0
3215,docflappy,3476,29.51,28.74,0.77,0,0,0
3216,ohmytimmm,4569,29.5,29.01,0.49,0,0,0
3217,masud2633,5106,29.5,29.04,0.46,0,0,0
3218,KingWooo,4910,29.5,26.8,2.7,0,0,0
3219,web3maxxe,5625,29.49,28.27,1.22,0,0,0
3220,Jaibharath_Web3,6219,29.49,28.58,0.91,0,0,0
3221,apurvajain24,7998,29.48,28.43,1.05,0,0,0
3222,FELIXSANCHEZQ,5156,29.48,28.61,0.87,0,0,0
3223,mysucesstory,2795,29.48,28.91,0.57,0,0,0
3224,the_legend_NFTs,2714,29.47,28.23,1.24,0,0,0
3225,RebirthWeb3,68933,29.45,25.05,4.4,0,0,0
3226,Alexandaaahh,5392,29.44,28.04,1.4,0,0,0
3227,0xnull,2440,29.43,28.9,0.53,0,0,0
3228,notus0x,9799,29.41,28.3,1.12,0,0,0
3229,Esongsofficial,2710,29.41,29.04,0.36,0,0,0
3230,AdenJax2012,3097,29.4,28.58,0.82,0,0,0
3231,BurakEth33,12181,29.38,22.84,6.55,0,0,0
3232,faah032,14201,29.38,27.6,1.78,0,0,0
3233,Solofunk_,4088,29.37,28.24,1.13,0,0,0
3234,elsirnus,4120,29.37,28.72,0.65,0,0,0
3235,bullmktrich,7180,29.36,28.38,0.98,0,0,0
3236,JPEG_Yakuza_,13413,29.35,28.71,0.64,0,0,0
3237,alhajidele,2801,29.35,28.45,0.9,0,0,0
3238,ofalamin,5988,29.34,28.24,1.1,0,0,0
3239,thepeengwin,9191,29.34,28.46,0.88,0,0,0
3240,Kaleve_,4482,29.34,28.69,0.65,0,0,0
3241,westside_habibi,38526,29.34,25.92,3.42,0,0,0
3242,BEASTMODECRYPTO,9286,29.32,28.52,0.81,0,0,0
3243,JohnLemonNFT,20354,29.32,26.84,2.49,0,0,0
3244,what3verman,46976,29.32,15.48,13.84,0,0,0
3245,0xRyderr,17448,29.32,28.38,0.94,0,0,0
3246,nfteeth_art,4872,29.32,28.44,0.88,0,0,0
3247,0xSpartacus__,2880,29.32,28.78,0.53,0,0,0
3248,kenjith3creator,7175,29.32,28.61,0.7,0,0,0
3249,OutThereArtNFT,7590,29.3,27.57,1.73,0,0,0
3250,BuxtonMatthew,8225,29.3,28.52,0.78,0,0,0
3251,tMAIS0N,15654,29.29,26.79,2.51,0,0,0
3252,ItzTokes,4268,29.29,28.26,1.02,0,0,0
3253,AzuraETH,3218,29.27,28.0,1.27,0,0,0
3254,paulchristain__,6858,29.26,28.49,0.77,0,0,0
3255,produmanni_web3,4689,29.26,27.41,1.85,0,0,0
3256,ursoleya3,4314,29.25,27.71,1.54,0,0,0
3257,0xZooma,4071,29.24,28.32,0.93,0,0,0
3258,ChefCoinkong,2974,29.24,27.74,1.5,0,0,0
3259,doomajigs,2600,29.23,28.44,0.78,0,0,0
3260,Amalieweb,11928,29.22,28.61,0.61,0,0,0
3261,AdemolaOffChain,4583,29.19,27.76,1.43,0,0,0
3262,shepherd_vito,4154,29.18,26.92,2.26,0,0,0
3263,Adrianamessina9,29489,29.17,27.93,1.24,0,0,0
3264,0xmarceleth,5656,29.16,28.18,0.99,0,0,0
3265,jakir1033,4033,29.13,28.05,1.08,0,0,0
3266,FlowTraderTM,8301,29.13,27.52,1.61,0,0,0
3267,0xDanXbt,6882,29.13,27.9,1.23,0,0,0
3268,DrMaddyyy,2824,29.12,28.35,0.77,0,0,0
3269,steri_eth,7071,29.11,27.26,1.86,0,0,0
3270,0xxuke,3314,29.1,27.51,1.59,0,0,0
3271,0xJaehaerys,5488,29.09,27.67,1.42,0,0,0
3272,0xnnanyi404,2765,29.09,27.51,1.58,0,0,0
3273,WarrenNakamotoX,4608,29.09,27.18,1.9,0,0,0
3274,0xRedHaired,4176,29.08,27.41,1.68,0,0,0
3275,thorndyke_art,9036,29.08,27.32,1.76,0,0,0
3276,Onuridaci,3442,29.08,27.79,1.28,0,0,0
3277,riorio_research,8296,29.08,27.13,1.94,0,0,0
3278,Stan_leeCrypto,3820,29.07,27.96,1.11,0,0,0
3279,PANOROM1883,6254,29.07,26.72,2.35,0,0,0
3280,Yoshi_3000,10633,29.06,27.32,1.74,0,0,0
3281,0xzahrah,3508,29.05,27.97,1.09,0,0,0
3282,Shills_81,3959,29.05,28.01,1.04,0,0,0
3283,0xHaileyy,7228,29.01,26.63,2.39,0,0,0
3284,fUncleWilly,4707,28.99,27.67,1.32,0,0,0
3285,kaito_ayo,11055,28.99,27.06,1.93,0,0,0
3286,wilsonye2025,6083,28.98,28.77,0.2,0,0,0
3287,penzartist,25372,28.97,27.36,1.61,0,0,0
3288,DeFiScribbler,4916,28.96,27.68,1.29,0,0,0
3289,frogule,5069,28.95,27.06,1.89,0,0,0
3290,Ordinalsnfts_,11038,28.94,27.47,1.48,0,0,0
3291,Hektweets1,9201,28.94,24.63,4.3,0,0,0
3292,MrJCheetah,3897,28.93,28.35,0.59,0,0,0
3293,0xsean_adex,2635,28.93,27.88,1.05,0,0,0
3294,0x_Vinyl,19830,28.93,27.13,1.8,0,0,0
3295,cryptorelicc,3522,28.93,28.43,0.5,0,0,0
3296,0x_nanobro,3438,28.93,28.59,0.33,0,0,0
3297,DxPhuduc,2752,28.91,27.65,1.26,0,0,0
3298,tahsinshovon_,3604,28.89,28.2,0.69,0,0,0
3299,elmiaputri23,5566,28.88,27.94,0.94,0,0,0
3300,Dek_xyz,5154,28.88,27.95,0.93,0,0,0
3301,NemesisWins,4393,28.88,28.29,0.58,0,0,0
3302,HVnS42442600,3124,28.86,26.75,2.11,0,0,0
3303,Yungted8,4374,28.86,27.95,0.91,0,0,0
3304,NetMikou,3817,28.84,28.13,0.71,0,0,0
3305,MarvinAgunkwo,2644,28.83,28.4,0.44,0,0,0
3306,BunnyCrypt21,2702,28.81,27.95,0.85,0,0,0
3307,TheDogeVampire,11835,28.8,26.15,2.65,0,0,0
3308,BoyNav_,10341,28.78,27.23,1.56,0,0,0
3309,Mohitt_NFT,10227,28.78,27.21,1.57,0,0,0
3310,AnatoliKopadze,36571,28.77,27.61,1.16,0,0,0
3311,0xMetab,5621,28.77,28.34,0.43,0,0,0
3312,web3danaaa,3310,28.77,28.07,0.7,0,0,0
3313,doodles,564519,28.76,25.99,2.77,0,0,0
3314,Out_And_About__,4390,28.75,27.94,0.82,0,0,0
3315,ElatedTate,25859,28.75,26.79,1.96,0,0,0
3316,HodlethKR,3579,28.73,24.77,3.96,0,0,0
3317,WEB3_DARKMAN,4634,28.73,26.89,1.84,0,0,0
3318,oxbttt,46558,28.73,27.06,1.66,0,0,0
3319,Davidnft_nftfi,9479,28.72,27.67,1.06,0,0,0
3320,joeyvowels,5934,28.72,27.75,0.97,0,0,0
3321,Lt_Dan_Tayl0r,5182,28.72,27.69,1.03,0,0,0
3322,adamsmoot,9366,28.69,27.98,0.71,0,0,0
3323,DanieljrBlack,4146,28.69,28.12,0.56,0,0,0
3324,TanazuXbt,4424,28.68,28.2,0.48,0,0,0
3325,GoIdenAgent,7506,28.67,27.68,0.99,0,0,0
3326,dakkid01,3396,28.66,27.54,1.12,0,0,0
3327,Hazmaniaxbt,5305,28.66,26.53,2.12,0,0,0
3328,Philneeds,26448,28.65,27.95,0.7,0,0,0
3329,annamerica_nft,6255,28.64,27.51,1.14,0,0,0
3330,SolguruNFT,13407,28.64,26.94,1.71,0,0,0
3331,CryptitoBandito,3668,28.64,26.71,1.93,0,0,0
3332,anhkymmo83,5403,28.64,25.68,2.96,0,0,0
3333,An07Arm,3271,28.61,28.25,0.36,0,0,0
3334,babyUnchain,5040,28.6,27.04,1.56,0,0,0
3335,brettymate92,3772,28.6,27.99,0.61,0,0,0
3336,Akanksha_as17,4877,28.59,26.23,2.37,0,0,0
3337,skominers,28732,28.59,27.02,1.57,0,0,0
3338,RIGAM07,2482,28.57,26.35,2.23,0,0,0
3339,citterxbt,3286,28.57,27.98,0.59,0,0,0
3340,SpaceCadet856,4264,28.56,27.4,1.16,0,0,0
3341,wirelyss,29754,28.56,25.19,3.36,0,0,0
3342,PumpDotFunGuy,4419,28.56,27.7,0.86,0,0,0
3343,nknwn_eth,11250,28.55,26.3,2.25,0,0,0
3344,WesleyMFSnipes,3789,28.55,27.53,1.01,0,0,0
3345,WizartAy,4459,28.53,27.88,0.64,0,0,0
3346,Gaws26,3308,28.52,27.13,1.39,0,0,0
3347,salvonchain,20539,28.51,25.73,2.78,0,0,0
3348,idaratbn,3507,28.5,27.44,1.05,0,0,0
3349,_XR8__,4223,28.49,26.98,1.51,0,0,0
